x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.3.11,1998-03-11 00:00:00,AB,1998,3,11,-3.6,E,-7.5,E,0.4,E,,,,,0,,,,,,,,0,E,21.6,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.3.12,1998-03-12 00:00:00,AB,1998,3,12,-2.7,E,-7.9,E,2.5,E,,,,,0,,,,,,,,0,E,20.7,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.3.13,1998-03-13 00:00:00,AB,1998,3,13,-3.8,E,-7.9,E,0.4,E,,,,,0,,,,,,,,0,E,21.8,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.3.14,1998-03-14 00:00:00,AB,1998,3,14,-0.4,E,-4.2,E,3.5,E,,,,,0,,,,,,,,0,E,18.4,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.3.15,1998-03-15 00:00:00,AB,1998,3,15,-2.5,E,-6.4,E,1.4,E,,,,,0,,,,,,,,0,E,20.5,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.3.16,1998-03-16 00:00:00,AB,1998,3,16,-4.1,E,-6.4,E,-1.7,E,,,,,1.8,E,,,,,,,0,E,22.1,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.3.17,1998-03-17 00:00:00,AB,1998,3,17,-8.2,E,-13.3,E,-3.1,E,,,,,0.8,E,,,,,,,0,E,26.2,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.3.18,1998-03-18 00:00:00,AB,1998,3,18,-7,E,-15.3,E,1.4,E,,,,,0,,,,,,,,0,E,25,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.3.19,1998-03-19 00:00:00,AB,1998,3,19,-6.5,E,-12.9,E,0,E,,,,,0,,,,,,,,0,E,24.5,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.3.20,1998-03-20 00:00:00,AB,1998,3,20,-3.7,E,-9.4,E,2.1,E,,,,,0,,,,,,,,0,E,21.7,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.3.21,1998-03-21 00:00:00,AB,1998,3,21,-3.6,E,-7.5,E,0.4,E,,,,,0,,,,,,,,0,E,21.6,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.3.22,1998-03-22 00:00:00,AB,1998,3,22,-4.8,E,-5.7,E,-3.8,E,,,,,2.3,E,,,,,,,0,E,22.8,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.3.23,1998-03-23 00:00:00,AB,1998,3,23,-3.7,E,-7.1,E,-0.3,E,,,,,0,,,,,,,,0,E,21.7,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.3.24,1998-03-24 00:00:00,AB,1998,3,24,-1.6,E,-3.5,E,0.4,E,,,,,0.8,E,,,,,,,0,E,19.6,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.3.25,1998-03-25 00:00:00,AB,1998,3,25,-2.6,E,-4.9,E,-0.3,E,,,,,0,,,,,,,,0,E,20.6,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.3.26,1998-03-26 00:00:00,AB,1998,3,26,-5.2,E,-7.5,E,-2.8,E,,,,,0,,,,,,,,0,E,23.2,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.3.27,1998-03-27 00:00:00,AB,1998,3,27,-10.1,E,-14.5,E,-5.7,E,,,,,0.8,E,,,,,,,0,E,28.1,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.3.28,1998-03-28 00:00:00,AB,1998,3,28,-9.6,E,-17.4,E,-1.7,E,,,,,0,,,,,,,,0,E,27.6,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.3.29,1998-03-29 00:00:00,AB,1998,3,29,-10.6,E,-18.3,E,-2.8,E,,,,,0,,,,,,,,0,E,28.6,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.3.30,1998-03-30 00:00:00,AB,1998,3,30,-6.5,E,-14.1,E,1.1,E,,,,,0,,,,,,,,0,E,24.5,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.3.31,1998-03-31 00:00:00,AB,1998,3,31,-2,E,-5.3,E,1.4,E,,,,,0,,,,,,,,0,E,20,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.4.1,1998-04-01 00:00:00,AB,1998,4,1,-1.6,E,-5.7,E,2.5,E,0,,0,,0,,,,,,,,0,E,19.6,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.4.2,1998-04-02 00:00:00,AB,1998,4,2,-1.3,E,-8.6,E,6,,0,,0,,0,,,,,,,,0,E,19.3,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.4.3,1998-04-03 00:00:00,AB,1998,4,3,0,E,-3.5,E,3.5,E,0,,0,,0,,,,,,,,0,E,18,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.4.4,1998-04-04 00:00:00,AB,1998,4,4,-1.5,E,-6.4,E,3.5,E,0,,0,,0,,,,,,,,0,E,19.5,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.4.5,1998-04-05 00:00:00,AB,1998,4,5,-0.2,E,-4.2,E,3.9,E,0,,0,,0,,,,,,,,0,E,18.2,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.4.6,1998-04-06 00:00:00,AB,1998,4,6,0.1,E,-3.8,E,3.9,E,0,,0,,0,,,,,,,,0,E,17.9,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.4.7,1998-04-07 00:00:00,AB,1998,4,7,-0.7,E,-5.3,E,3.9,E,0,,0,,0,,,,,,,,0,E,18.7,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.4.8,1998-04-08 00:00:00,AB,1998,4,8,-2.9,E,-8.3,E,2.5,E,0,,0,,0,,,,,,,,0,E,20.9,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.4.9,1998-04-09 00:00:00,AB,1998,4,9,-6.7,E,-10.5,E,-2.8,E,0,,0,,0,,,,,,,,0,E,24.7,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.4.10,1998-04-10 00:00:00,AB,1998,4,10,-4,E,-7.9,E,0,E,0,,0,,0,,,,,,,,0,E,22,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.4.11,1998-04-11 00:00:00,AB,1998,4,11,-4.9,E,-9.8,E,0,E,2.5,E,0,,2.5,E,,,,,,,0,E,22.9,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.4.12,1998-04-12 00:00:00,AB,1998,4,12,-4.2,E,-9.8,E,1.4,E,1,E,0,,1,E,,,,,,,0,E,22.2,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.4.13,1998-04-13 00:00:00,AB,1998,4,13,-6.8,E,-12.1,E,-1.4,E,0,,0,,0,,,,,,,,0,E,24.8,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.4.14,1998-04-14 00:00:00,AB,1998,4,14,-8,E,-14.5,E,-1.4,E,0,,0,,0,,,,,,,,0,E,26,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.4.15,1998-04-15 00:00:00,AB,1998,4,15,-5.8,E,-12.9,E,1.4,E,0,,0,,0,,,,,,,,0,E,23.8,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.4.16,1998-04-16 00:00:00,AB,1998,4,16,-4.4,E,-9.4,E,0.7,E,1,E,0,,1,E,,,,,,,0,E,22.4,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.4.17,1998-04-17 00:00:00,AB,1998,4,17,-0.9,E,-6,E,4.2,E,5.8,E,0,,5.8,E,,,,,,,0,E,18.9,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.4.18,1998-04-18 00:00:00,AB,1998,4,18,-1.9,E,-9,E,5.3,E,0,,0,,0,,,,,,,,0,E,19.9,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.4.19,1998-04-19 00:00:00,AB,1998,4,19,-0.3,E,-3.8,E,3.2,E,0,,0,,0,,,,,,,,0,E,18.3,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.4.20,1998-04-20 00:00:00,AB,1998,4,20,-2.4,E,-9.4,E,4.6,E,0,,0,,0,,,,,,,,0,E,20.4,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.4.21,1998-04-21 00:00:00,AB,1998,4,21,1.8,E,-3.5,E,7.1,E,0,,0,,0,,,,,,,,0,E,16.2,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.4.22,1998-04-22 00:00:00,AB,1998,4,22,3,E,-2.8,E,8.8,E,0,,0,,0,,,,,,,,0,E,15,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.4.23,1998-04-23 00:00:00,AB,1998,4,23,4.3,E,-1,E,9.5,E,0,,0,,0,,,,,,,,0,E,13.7,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.4.24,1998-04-24 00:00:00,AB,1998,4,24,2,E,-2.1,E,6,E,1,E,0,,1,E,,,,,,,0,E,16,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.4.25,1998-04-25 00:00:00,AB,1998,4,25,-1.8,E,-5.3,E,1.8,E,0,,0,,0,,,,,,,,0,E,19.8,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.4.26,1998-04-26 00:00:00,AB,1998,4,26,-0.2,E,-7.5,E,7.1,E,0,,0,,0,,,,,,,,0,E,18.2,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.4.27,1998-04-27 00:00:00,AB,1998,4,27,3.8,E,-2.4,E,9.9,E,0,,0,,0,,,,,,,,0,E,14.2,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.4.28,1998-04-28 00:00:00,AB,1998,4,28,4.3,E,-1.7,E,10.2,E,0,,0,,0,,,,,,,,0,E,13.7,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.4.29,1998-04-29 00:00:00,AB,1998,4,29,5.2,E,-0.7,E,11,E,0,,0,,0,,,,,,,,0,E,12.8,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.4.30,1998-04-30 00:00:00,AB,1998,4,30,6.1,E,-1.7,E,13.9,E,0,,0,,0,,,,,,,,0,E,11.9,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.5.1,1998-05-01 00:00:00,AB,1998,5,1,6.1,E,-1.4,E,13.5,E,0,,0,,0,,,M,,,,,0,E,11.9,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.5.2,1998-05-02 00:00:00,AB,1998,5,2,7.2,E,0.4,E,13.9,E,0,,0,,0,,,M,,,,,0,E,10.8,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.5.3,1998-05-03 00:00:00,AB,1998,5,3,7.7,E,1.1,E,14.3,E,0,,0,,0,,,M,,,,,0,E,10.3,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.5.4,1998-05-04 00:00:00,AB,1998,5,4,5.9,E,-2.1,E,13.9,E,0,,0,,0,,,M,,,,,0,E,12.1,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.5.5,1998-05-05 00:00:00,AB,1998,5,5,7.2,E,-0.3,E,14.6,E,0,,0,,0,,,M,,,,,0,E,10.8,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.5.6,1998-05-06 00:00:00,AB,1998,5,6,6.7,E,-2.1,E,15.4,E,0,,0,,0,,,M,,,,,0,E,11.3,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.5.7,1998-05-07 00:00:00,AB,1998,5,7,7.9,E,0.7,E,15,E,0,,0,,0,,,M,,,,,0,E,10.1,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.5.8,1998-05-08 00:00:00,AB,1998,5,8,6.6,E,1.8,E,11.3,E,0,,0,,0,,,M,,,,,0,E,11.4,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.5.9,1998-05-09 00:00:00,AB,1998,5,9,7.1,E,0.7,E,13.5,E,1.5,,1.5,,0,,,M,,,,,0,E,10.9,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.5.10,1998-05-10 00:00:00,AB,1998,5,10,6.2,E,0.7,E,11.7,E,0,,0,,0,,,M,,,,,0,E,11.8,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.5.11,1998-05-11 00:00:00,AB,1998,5,11,6.5,E,-1,E,13.9,E,0,,0,,0,,,M,,,,,0,E,11.5,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.5.12,1998-05-12 00:00:00,AB,1998,5,12,7.3,E,1.1,E,13.5,E,0,,0,,0,,,M,,,,,0,E,10.7,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.5.13,1998-05-13 00:00:00,AB,1998,5,13,6.1,E,-1.7,E,13.9,E,0,,0,,0,,,M,,,,,0,E,11.9,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.5.14,1998-05-14 00:00:00,AB,1998,5,14,6.2,E,1.1,E,11.3,E,0,,0,,0,,,M,,,,,0,E,11.8,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.5.15,1998-05-15 00:00:00,AB,1998,5,15,0.9,E,-0.3,E,2.1,E,0.8,,0.8,,0,,,M,,,,,0,E,17.1,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.5.16,1998-05-16 00:00:00,AB,1998,5,16,1.5,E,-1.7,E,4.6,E,0.8,,0.8,,0,,,M,,,,,0,E,16.5,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.5.17,1998-05-17 00:00:00,AB,1998,5,17,2.2,E,-3.5,E,7.8,E,0,,0,,0,,,M,,,,,0,E,15.8,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.5.18,1998-05-18 00:00:00,AB,1998,5,18,5,E,-1,E,11,E,0,,0,,0,,,M,,,,,0,E,13,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.5.19,1998-05-19 00:00:00,AB,1998,5,19,5,E,-0.3,E,10.2,E,0,,0,,0,,,M,,,,,0,E,13,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.5.20,1998-05-20 00:00:00,AB,1998,5,20,5.7,E,-1.7,E,13.1,E,0,,0,,0,,,M,,,,,0,E,12.3,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.5.21,1998-05-21 00:00:00,AB,1998,5,21,7.1,E,1.8,E,12.4,E,0,,0,,0,,,M,,,,,0,E,10.9,E,,,,
-116.46666666666667,51.7,(AE) BOW SUMMIT,3050PPF,3050PPF.1998.5.22,1998-05-22 00:00:00,AB,1998,5,22,5.9,E,2.5,E,9.2,E,1.8,,1.8,,0,,,M,,,,,0,E,12.1,E,,,,
